Speaker	Utterance	Emotion	Sentiment
indravardhan	सम्झ सम्झ अस्मान् के निचे गन्नो के खीत् मेइन् तक् धिन धिन् ह?	neutral	neutral
monisha	नैश मौस्सि शर्मियि नहि?	neutral	neutral
indravardhan	बोलो? अरेय् जो दिन् दहरे सन्मुन्दर् के किनारे बिन काप्दो को घूम्ति थि, वो गन्नो क खीत् मेइन् शर्मएगि? चोमे ओन्!	neutral	neutral
jugalkishore	अरेय् अब् मेरे बल्ति वैसे नहि रहि, अब् वो बदल् गयि हैन्!	neutral	neutral
naisha	अरेय् दि चोमे ओन्!	neutral	neutral
maya	नहि, मुझे पुन्जबि नहि सेख्नि!	neutral	neutral
naisha	अरेय् बोहोत् चन्गि लन्गुअगे हैन् पुन्जबि! ओकय् इ विल्ल् स्तर्त् ओफ़्फ़् विथ् अ सिम्प्ले सेन्तेन्चे…ओजि कि गल्ने हैन्? कोइ नहि! बोलो न बोलो न बोलो न!	neutral	neutral
maya	कि गले, कोइ नहि…।	neutral	neutral
naisha	ओकय् थत्'स् निचे। नोव् वे'ल्ल् स्तर्त् ओफ़्फ़् विथ् अ जत् सोन्ग् - (सिन्ग्स्) त्र्य् त्र्य् त्र्य्…	neutral	neutral
maya	नो नो नो	neutral	neutral
 
sahil	हि मोम् चओमे इन्!	neutral	neutral
maya	सहिल्…गूद् मोर्निन्ग् सहिल्, तुम्हारे पास् रेवोल्वेर् हैन्?	neutral	neutral
sahil	मोम्!	neutral	neutral
maya	इ वन्त् तो शूत् इन्द्रवर्धन्!	neutral	neutral
sahil	रेलक्ष् मोम् क्य हुअ	neutral	neutral
maya	इन्द्रवर्धन् से ज़्याद इम्मतुरे और् इर्रिततिन्ग् दुनिय मेइन् कोइ नहि हो सक्त!	neutral	neutral
monisha	सहिल् ये देखो गोबि मिल् गयि। द्रवेर् मेइन् थि।	neutral	neutral
maya	इ'म् सोर्र्य्, मोनिश हो सक्ति हैन्	neutral	neutral
monisha	क्य?	neutral	neutral
maya	मोनिश बेत ये गोबि द्रवेर् मेइन् कैसे पोउचि?	neutral	neutral
monisha	मुम्म्य्जि, सहिल् के कुच् पपेर्स् तब्ले पर् थे जो उद् रहि थि। तो सहिल् ने कह कि मोनिश तुम् इन् पे कुच् वज़न् रख् दो…तो।	neutral	neutral
sahil	तो मोनिश ने गोबि रख् दि।	neutral	neutral
maya	हान् ये मैन् समज् साक्ति हून्। इ मेअन् मोनिश को और् कोइ चीज़् मिल्लि नहि होगि। वहन् मतर् के चिल्के पदि रहि हून्गि। वो वज़न्वाले नहि हून्गे इसिलिये मोनिश ने गोबि उथय। बुत् थत् इस् फ़िने, इ चन् पेर्फ़ेच्त्ल्य् उन्देर्स्तन्द् थत्…।लेकिन्, वो गोबि द्रवेर् मेइन् कैसे पोउचि बेत?	neutral	neutral
sahil	मोम् आप् दद् को गोलि मार्ने कि बात् कर् रहि थि।	neutral	neutral
maya	ओह्ह्…इन्द्रवर्धन् पगल् कर् देन्ग मुझे। वो बेचर रोसेश् क जीन हरम् कर् दिय हैन्।	neutral	neutral
sahil	अज् क्य हुअ?	neutral	neutral
maya	योउ'रे नोत् गोइन्ग् तो बेलिवे थिस्, रोसेश् कवित सुन रह थ। औए इन्द्रवर्धन् ने दूध् क ग्लस्स् अच्तुअल्ल्य् रोसेश् क सर् पे खालि कर् दिय। चन् योउ बेलिएवे इत्?	neutral	neutral
sahil	लेकिन् म रोसेश् भि कवित सुनयि। वो भि कुच् कम् नहि हैन्!	neutral	neutral
maya	अरेय् इत् वस् अ स्वीत् रोमन्तिच् ओदे। गोबि कि सब्ज़ि को मिलये एक् लद्क, लद्के ने दि गोबि को मोहब्बत् क तद्क।	neutral	neutral
sahil	ये गोबि पे कवित लिखि हैन्!	neutral	neutral
maya	अगर् मोनिश गोबि को द्रवेर् पर् रख् सक्ति हैन्, रोसेश् एक् सिम्प्ले स कवित नहि लिख् सक्त हैन् गोबि पर्? पत हैन् रोसेश् घर् चोद् कर् के चल गय?	neutral	neutral
sahil	वो अ जयेग मोम्	neutral	neutral
maya	हान्, वो तो आ भि गय ५ मिनुते बाद्। बुत् थत्'स् नोत् थे पोइन्त्! थे पोइन्त् इस् थत् इत्स् नोत् दोने!	neutral	neutral
 
krish	नोव् दिम् थे लिघ्त्स्	neutral	neutral
sahil	और् अप्न वो मम्बो जम्बो फ़ि फ़ै फ़ू स्तर्त् करो 	neutral	neutral
krish	एवेर्य्बोद्य्, होल्द् हन्द्स् तोगेथेर्। 	neutral	neutral
sahil	नेहि नेहि, आप् लोग् ए खेलिये, रिन्ग रिन्ग रोसेस्। 	neutral	neutral
indu	रिन्ग रिन्ग 	neutral	neutral
krish	मैन्तैन् सिलेन्चे अन्द् चोन्चेन्त्रते। थे स्पिरित्स् ओफ़् दर्क्नेस्स् देचेन्द्। इ बेसीच् थे थत् थे थोउसन्द् ओफ़् स्पिरित्स् ओफ़् पन्कौर् बेन् सरभै  	neutral	neutral
sahil	एक्ष्चुसे मे एक्ष्चुसे मे। थे स्पिरित्स् ओफ़् दर्क्नेस्स् को हिन्दि गुज्रथि भि अति हैन् न? क्युन् कि बा को एन्ग्लिश् नेहि अति थि 	neutral	neutral
indu	हा इये पोइन्त्	neutral	neutral
sonya	कीप् क़ुइएत्, जुस्त् शुत् उप्। क्रिश्, गो, जुस्त् गो, गो। 	neutral	neutral
krish	सब्लोग् एक् साथ् बोलो, हुम् अग्र मय् मैन् गिय थ	neutral	neutral
everyone	हुम् अग्र मय् मैन् गिय थ	neutral	neutral
sahil	हुम् अग्र मय् मैन् नेहि, ओच्तोबेर् मैन् गिय थ 	neutral	neutral
everyone	हुम् अग्र मय् मैन् गिय थ 	neutral	neutral
sahil	फ़िने, मय् मैन् गिय थ	neutral	neutral
 
sahil	मोनिश इत्स् एनोउघ्। विल्ल् योउ लिस्तेन् तो मे? स्तोप् मोनिश 	neutral	neutral
indu	मय मय सुनो तोह्, मय चोति सि	neutral	neutral
maya	मोनिश	neutral	neutral
monisha	मै जन्ति हुन्। सोर्र्य् केह्न काफ़ि नेहि होग। इस्लिये मैन् घर् चोर्के ज रहि हुन्। 	neutral	neutral
maya	तोह् फ़िर् इन्द्रवदन् क सुइत्चसे भि साथ् ले जओ केउन्कि वो भि घर् चोर्के ज रह हैन्	neutral	neutral
indu	अच्च मगर् मुझे किसिने बतय हि नेहि 	neutral	neutral
sahil	दद् योउ अरे थे लिमित्	neutral	neutral
indu	चोमे ओन् मय इत् वस् जुस्त् अ जोके व्हिच् चन् 	neutral	neutral
maya	जुस्त् अ जोके इन्दु? हह्, इह हुम् सब्कि जन् ज रहि थि कि हमर बुइल्दिन्ग् देमोलिश् होने वलि हैन् और् तुम्हे लग्त हैन् कि इत्स् जुस्त् अ 	neutral	neutral
rosesh	बेचरे मोम्म से आप् ने पैर् दबय भभि 	neutral	neutral
indu	और् तुझे तोह् मवरिअ कह्के थप्पर् भि मर 	neutral	neutral
sahil	नरद् मुनि जि इये सब् कुच् आप्ने सिखय थ मोनिश को	neutral	neutral
monisha	मम्मि जि, मुझे माफ़् कर् दिजिये मम्मि जि। मै जन्ति हुन् कि मुझे इये नतक् इत्न नेहि खिच्न चैये थ। लेकिन् केय कर्ति, फ़िर् मज़ अने लग थ न। 	neutral	neutral
maya	चलो चलो, पैर् दबओ मोनिश। 	neutral	neutral
sahil	मोम्	neutral	neutral
maya 	क्युन्? खुन् क बद्ल खुन् बब्ल। और् बकुर तुम्हे तोह् मैन् बद् मैन् देखुन्गि। चलो, हत् चलओ।	neutral	neutral
rosesh	योउ अरे रोच्किन्ग् मोम्म। इ अम् प्रोउद् ओफ़् योउ। चलो इसि खुशि कि मौके पै मै कवित सुनत हुन्। 	neutral	neutral
maya	सुनओ सुनओ चोते बब्ल, धेक्ति हुन् कौन् रोख्त हैन् तुम्हे। 	neutral	neutral
indu	अरे नेहि नेहि मय मय। एक् नन्हि सि भुल् कि इत्नि बरि सज मत् दो प्लेअसे मय	neutral	neutral
rosesh	"इये कवित मै लस्त् येअर् दद् और् मोम्म के मर्रिअगे अन्निवेर्सर्य् के लिये लिखि थि, जो किसिने चुप दि थि। आज् सुनत हुन्। एक् चोम्मोन् मन् को मिलि है परि, जैसे चिकु के फ़ल् से सथ् हो रस्प्बेर्र्य्, अगे अगे मोम्म और् पिचे पिचे दद्द्य् जैसे हो तोम् अन्द् जेर्र्य्, मोम्म है स्वीत् स्रिखन्द् और् पप है घी वलि पुरि। मौक है खुसि क आज्, मोम्म और् दद्द्य् कि"	neutral	neutral
maya	अन्निवेरर्य्। वोव् व्हत् अ लोवेल्य् पोएम् दर्लिन्ग् 	neutral	neutral
 
maya	गलत् ,बिल्कुल् गलत् हो र्ह है॥उस् नन्गे रन्ग्कर् ने दद्द्य् जी को उन्हि  के बेद्रूम् से बहर् निकल् दिय है	neutral	neutral
sahil	दद्, उस् सुधन्शु को दिस्तुर्ब् कर् र्हे थे	neutral	neutral
monisha	हान् तो वो सुधन्शु मुम्म्य् जी के छेक्ने तक् पर् त्-शिर्त् उतार् कर् दे देत है	neutral	neutral
sahil	वेल्ल्	neutral	neutral
monisha	क्य है॥रध बै बत र्हि थि उस्दिन् पून्चे क कप्द ख्त्म् हो ग्य  तो भि उस्ने धरम् से अप्नि त्-शिर्त् उतार् कर् देदि॥गदह कहि क	neutral	neutral
sahil	अरे उस्कि पैन्तिन्ग् ख्तम् होते हि चल जयेग मोनिश	neutral	neutral
sudhanshu	पैन्तिन्ग् पुरि होने को है	neutral	neutral
maya	अरे तुम्हे तो खुश् होन चहिये न॥तुम् उदास् क्यु हो	neutral	neutral
sudhanshu	अब् जन पदेग न य्हान् से॥	neutral	neutral
maya	ओह्हू चोमे ओन्॥लेकिन् हुम्लोग् मिल्ते तो र्ह्र्न्गे न म्य् देअर्	neutral	neutral
sudhanshu	न्ही अब् न्हि॥इ हवे देचिदेद् कि अप्नि इस्लन्द् पे जकर् सेत्त्ले हो जौन्ग॥म्म्म्मय	neutral	neutral
maya	सुधन्शु	neutral	neutral
sudhanshu	म्म् मैने कह थ न मुझे प्यर् हो जयेग पैन्तिन्ग् से॥। पैन्तिन्ग् चोम्प्लेते हो ग्यि है	neutral	neutral
indravardhan	अछ ब्ये थेन्	neutral	neutral
sudhanshu	दोन्'त् वोर्र्य् इन्द्रवर्धन् इ अम् लेअविन्ग्	neutral	neutral
maya	लेकिन् अब् तो पैन्तिन्ग् देख् स्क्ते है न हुम्	neutral	neutral
indravardhan	हान् हान्॥ ओफ़्चोउर्से अरे दिखओ दिखओ क्य ब्नय है तुम्ने ॥अर्रे वाह्	neutral	neutral
sudhanshu	कैसि लगि म्मय?	neutral	neutral
indravardhan	म्म्मिन्द् ब्लोविन्ग् मय भि होति न तो बहुत् अछि ल्ग्ति	neutral	neutral
maya	इत्'स् क़ुइएत् 	neutral	neutral
indravardhan	क्य क्य?	neutral	neutral
maya	इत्स् इत्स् क़ुइएत्॥क़ुइएत्	neutral	neutral
indravardhan	क़ुइएत् क्य?	neutral	neutral
indravardhan	अरे खक् क़ुइएत् ऐस लग् र्ह किसि त्रफ़्फ़िच् पोलिचे वले को शन्ख् मे बन्द् कर् दिय ओर् वो अन्दर् से हि सीति बज बज कर् त्रफ़्फ़िच् रोक्ने कि कोशिश् कर् र्ह है 	neutral	neutral
sudhanshu	समज् नाम् के शन्ख् मे कैद् हो चुकि है म्मय	neutral	neutral
maya	और् बहर् निकल्न चह्ति है वो॥सुधन्शु थिस् पैन्तिन्ग् इस् इस् अ मेतफोर् फ़ोर् मे॥ओह् म्य् गोद्॥इत्'स् वोन्देर्फ़ुल् इ'म् मेरे पास् सबद् न्हि है सुधन्शु	neutral	neutral
indravardhan	नहि मय, रोन मत् देख निकल् दिय शिर्त्	neutral	neutral
maya	थन्क् योउ! थन्क् योउ!	neutral	neutral
sudhanshu	ब्ये॥	neutral	neutral
indravardhan	ऐसे हि जयेग ये?	neutral	neutral
sudhanshu	म्म्मय	neutral	neutral
maya	बोलो सुधन्शु बोलो	neutral	neutral
 
indravardhan	आ ग्य सहिल् क मिस्स्चल्ल्॥ऽआआअ मर् ग्य॥ ये शोप् ओपेर वले किस् तरह् ल्गते होन्गे ग्ल्य्चेरिने॥मेरि तो आन्खे॥उफ़्फ़्॥ यशोध॥यशोध इ रेअल्ल्य् लोवे योउ ॥लेकिन्	neutral	neutral
maya	लेकिन् मय इस् हिस् विफ़े , अन्द् थिस् इस् हेर् बेद्रूम् सो गेत् ओउत् योउ ब्लूद्य्॥विग्	neutral	neutral
indravardhan	मय तुम्ने मुझ्पे शक् किय॥मय तुम्ने शक् किय मुझ्पे॥ऽये सहिल्, मोनिश जल्दि आओ॥चोमे ओन् ,चोमे ओन्॥ये देखो हहहह्	neutral	neutral
maya	इन्द्रवर्धन् ये सब्॥	neutral	neutral
monisha	ये सब् नतक् मे नतक् थ मुम्म्य् जी॥कोइ यशोध-वसोध न्हि ह्	neutral	neutral
sahil	आप्ने खमो-खह् दद् पे शक् किय	neutral	neutral
maya	सहिल् तुम्भि इन्द्रवर्धन् के साथ् मिल् कर् ऐस सब्, मोनिश क इत्न असर् पद् ग्य ह् तुम्पे 	neutral	neutral
monisha	मैने क्य किय?	neutral	neutral
indravardhan	हान्,,मय एस्ने तो मुझे बस् वो पुत्ल ला कर् दिय	neutral	neutral
maya	हान् वो तो दिख् र्ह कि कित्न मिद्द्ले च्लस्स् मनेक़ुइन्ने है ये	neutral	neutral
sahil	लेकिन् मोम् आप्ने वो बुधि अच्त्रेस्स् देखि होति न तो उस्के मुकब्ले ये पुत्ल तो परि ह्	neutral	neutral
indravardhan	हान् हान्	neutral	neutral
roshesh	देख मोम्म	neutral	neutral
sahil	सोर्र्य् रोशेश् ,तुम् शर्त् हार् ग्ये	neutral	neutral
monisha	हान्, ओर् मुम्म्य् जी से छत भि खय,	neutral	neutral
indravardhan	क्य?	neutral	neutral
monisha	हान्, ये देखिये न दद्द्य् जी फोतो॥पत है सहिल् ने ये फोतो दिनेश् उन्च्ले ओर् सरित औन्त्य् को भि भेज है, उन्हे भि बहुत् पसन्द् आय	neutral	neutral
maya	फ़ोरन् एरसे करो ये फोतोग्रफ्, इ'म् सो सोर्र्य् बब्य्, बहुत् जोर् से लग चात?	neutral	neutral
roshesh	थ्त्'स् ओकय् मुमा॥आप्क छत खने के लिये मेरे गाल् तरस्ते र्ह्ते है॥	neutral	neutral
indravardhan	अछ॥तो मय फ़िर् दो त्तेन् थप्पद् ओर् मरो न एसे	neutral	neutral
sahil	हहहह्	neutral	neutral
roshesh	लेकिन् आप्ने मुझे उल्लु ,गदह,बन्दर्,इदिओत् कह॥	neutral	neutral
sahil	फ़िनल्ल्य्, मोम् सम्झ् ग्यि	neutral	neutral
maya	वो मैने गुस्से मे आकर् कह थ स्वीत्य्, अच्तुअल्ल्य् उल्लु ,इदिओत्,ओर् गधि तो मै हु	neutral	neutral
indravardhan	ओह्हो, मय भि सम्झ् ग्यि	neutral	neutral
monisha	हेहेहे	neutral	neutral
maya	मैने सिर्फ़् एस्क दिल् रख्ने के लिये कह है, मोनिश हस्ने कि कोइ जरुरत् न्हि ह्, बब्य् मुझे माफ़् कर् दो	neutral	neutral
sahil	हान्,रोशेश् प्लेअसे मय को माफ़् कर् दो,ओर् जल्दि से ये चेच्क् सिग्न् कर् दो॥या	neutral	neutral
roshes	मोम्म	neutral	neutral
sahil	रोशेश्, इम् सोर्र्य्	neutral	neutral
roshesh	ये लिजिये ओर् अब् मेरि कवित सुनिये	neutral	neutral
sahil	एक् मिन्॥कवित कह से आयि बीच् मे	neutral	neutral
indravardhan	रोशेश्,अभि ये चेच्क् वपस् लेले ॥अम्गर् कवित मत् सुन	neutral	neutral
roshesh	छोति सि है सुनिये॥तोइलेत् के दिब्बे भर् ग्ये रे	neutral	neutral
sahil	मर् ग्ये, मर् ग्ये ,मर् ग्ये रे	neutral	neutral
 
rosesh	मोम्म	neutral	neutral
maya	अरेय् नहि नहि नहि रोसेश्, हुमारे तो नाखे कत् जयेन्गे सोचिएत्य् मेइन्	neutral	neutral
rosesh	कत् दि हैन् मोम्म	neutral	neutral
maya	नाख् तो कब् कात् दि हैन् वो मिद्द्ले च्लस्स् मदम् कि वजह् से। तो उस्के हात् मेइन् पैस अ गय तो अब् तो …।	neutral	neutral
monisha	मिम्म्य्जि…।देखिये मेइन् आप्के लिये क्य लयि हून्	neutral	neutral
maya	अभि नहि हान्…मेर अभि मूद् थिक् नहि हैन् प्लेअसे।	neutral	neutral
monisha	अरेय् इस्से देख्ते हि आप्क मूद् निल्कुल् थिक् हो जयीग। पत हैन्, मैन् फ़िल्म् अफ़्फ़ैर् शोप् गयि थि और् लयि शह् रुख् खन् कि तोपि, सन्जय् दुत्त् क चैन् वल चोस्तुमे, सल्मन् खन् के बनियन् और् ये गोविन्द के लुन्गि लयि हून्!	neutral	neutral
maya	पर् ये सब् चीज़ैन् तुम् क्यु ख्रीदि मोनिश?	neutral	neutral
monisha	क्यु आप्को तो ये अच्च लग्ति हैन् न इसिलिये तो आप् दिलिप् कुमर् उन्च्ले कि पुरन कुर्त खरीद्ने गयि थि	neutral	neutral
maya	अरेय् मोनिश वो तो मैन् चरित्य् औच्तिओन् मैन् मदत् कर्ने कि कोउसिश् कर् रहि थि	neutral	neutral
monisha	है ल, मत्लब् ये आप्के होब्बिएस् नहि हैन्? मुम्म्य्जि, मैन् तो इस्स् बनियन् के ७००० दे दालि।	neutral	neutral
maya	व्हत् इस् स्मल्ल्य् बनियान् के तुम् ७००० रुपय दि तुम्ने	neutral	neutral
monisha	और् इस्स् लुन्गि क तो मैने भौ तक् नहि किय क्युकि सहिल् ने मुझे कह कि मोनिश बेहवे लिके अ मिल्लिओनरे।	neutral	neutral
maya	मोनिश बेत तुम् मिल्लिओनरे कि तरह् बेहवे कर्न चहति हो तो कुच् चरित्य् करो, गरीब् बच्चो क मदत् करो	neutral	neutral
monisha	वो तो मैन् रोज् कर्ति हून् मुम्म्य्जि, त्रफ़्फ़िच् सिग्न बच्चोन् से फूल् खरीद्ति होन्, झद्दो खरीद्ति हून्	neutral	neutral
maya	मोनिश इ'म् तल्किन्ग् हर्द् चोरे चरित्य् - ५० लच् ६० लच् दोनते करो	neutral	neutral
indravandhan	हान् चोन्तैल्स् अन्द् दिन्नेर् अत् ज़ोदिअच् बिस्त्रो के लिये हैन् न? इस्को इत्नि सल्लह् देति हो कभि तुम्ने कुच्च्भि दोनते कि हैन्?	neutral	neutral
maya	फ़ोर् योउर् किन्द् इन्फ़ोर्मतिओन् म्र् इन्द्रवर्धन् सरभै मैने पिच्ले हि हाप्ते गरीब् बच्चोन् के भबिशोन् के लिये आप्ने ३६ देसिग्नेर् ब्लोउसेस् दोनते कि हैन्	neutral	neutral
indravandhan	बच्चोन् को तुम्ने ब्लोउसेस् दिये? वो कैसे दिकेन्गे ब्लोउसेस् मैन्/	neutral	neutral
maya	वेर्य् फ़ुन्न्य् फ़ोर् थे नेक्ष्त् तिमे बुत् थे पोइन्त् इस् अगर् तुम्को एलिते मैन् शमिल् हूनि हैन् मोनिश तो धेर् सार पैस दोनते करो। बच्चोन् को ज़रूरत् भि हैन् उस्कि	neutral	neutral
rosesh	सोचिये भभि, सोचिये बेचारे मस्स्सोम् बच्चे, इस्स् देश् क भबिसत्। य फ़िर् पधेन्गे य फिर् वद पओ कि थेल लगयन्गे, अन्द् व्हत् विल् योउ प्रेफ़ेर्?	neutral	neutral
maya	इ दोन्'त् थिन्क् थत् वस् अ वेर्य् गूद् चोइचे ओफ़् वोर्द्स् स्वीत्य्	neutral	neutral
indravandhan	कैकेयि और् मन्थर, मोनिश क रज्य हदप्ने के पेहेले ये बोलो कि तुम् तुम् कित्न दोनते करूगे?	neutral	neutral
monisha	मैन् तो पिचस्सो पिअन्तिन् दे दुन्गि दद्द्य्, प्लुस् मेइन् वो वसे, मूर्तियन्, पैन्तैन्ग् शैन्तिन्ग् सब् दोनते कर् दून्गि	neutral	neutral
indravandhan	हान् हान्…पेहेले मय तुम् ५ लख् रुपय दोनते करोगि फिर्!	neutral	neutral
maya	हान् सुरे! मोनिश तुम् एक् काम् करो, तुम् ये साब् चीज़् मुझे दे दो। मैन् कल् हि ज कर् स्त्रीत् चिल्द्रेन्'स् वेल्फ़रे अस्सोचिअतिओन् मेइन्…	neutral	neutral
indravandhan	नो नो नो…।पेहेल् ५ लख् रुपय तुम् दोनते करोगे फिर् हुम् सूचेन्गे	neutral	neutral
maya	ओकय् फ़िने! मैन् कल् हि रन्जन को बुल लेति हून् अल्रिघ्त्?	neutral	neutral
 
maya	हान् सरित रोसेश् शदि कर् रह है, एक् मिनुते, क्य कर् रहे हो त्म्लोग् भैय, हान्, सब् समान् पच्क् करो, निकलो ये सब् पोस्तेर्स् ये बेद् सब् कुच् ले कर्के चलो बहर्	neutral	neutral
sahil	मोम् मोम् ये कर् रहि है आप्	neutral	neutral
maya	सरित मैन् रोसेश् कि सरु चीज़े निकल् रहि होन् उस्क बेद् व्रितिन्ग् तब्ले सब् कुच् वत्च्मन् को बेच् रहि हून्	neutral	neutral
monisha	मम्मिजि वत्च्मन् इन् सरे समान् क १५०० से ज़्यद अहि देग मै २५०० देने को तयर् हून्	neutral	neutral
maya	तो ले लो न मैने कह मन किय है	neutral	neutral
monisha	हान्	neutral	neutral
maya	और् अगर् पसन्द् न हो तो उसे गिफ़्त् व्रप् कर्के रोसेश् को दे देन। हान् सरित आज् उस्कि शदि है लेकिन् मै नहि ज रहि हून् शादि मेइन्। इ अम् सो इ अम् सो सोर्र्य्	neutral	neutral
sahil	व्हत् अरे योउ तल्किन्ग् मोम् आप्को जन हि होग चोमे ओन् गेत् उप् अन्द् गेत् रेअद्य् फ़स्त्	neutral	neutral
maya	नो, देख नहि उस्ने चर्द् पे क्य लिख थ। म्र् अन्द् म्र्स् सरभै अरे चोर्दिअल्ल्य् इन्वितेद्। एक् तो हुमरि मर्ज़ि क् खिलफ़् शदि कर् रह और् उपर् से हुम् मे से सिर्फ़् दो लोगो बुलय उस्ने	neutral	neutral
monisha	मम्मिजि उन्क बुद्गेद् कम् होग	neutral	neutral
sahil	रोसेश् कि कोइ मज्बुरि होगि मोम्	neutral	neutral
maya	क्य मज्बुरि सहिल् हान्? अगर् मोनिश को नहि बुलय तोह् चलो वो उस्कि समझ्दरि हैन् लेकिन् तुम्हे नहि बुलय उस्ने। अप्ने बदे भै को। 	neutral	neutral
monisha	मम्मिजि ये भि हो सक्त है न कि रोसेश् भैय ने मुझे और् सहिल् को बुलय हो। आखिर् हुम् भि तोह् म्र् अन्द् म्र्स् सरभै है	neutral	neutral
sahil	लेकिन् रोसेश् ऐस नहि कर् सक्त	neutral	neutral
maya	होव् दो योउ क्नोव्? रोसेश् अब् कुच् भि कर् सक्त है। बुत् इ दोन्त् चरे। आखिर् वो है कौन्। मोम मोम चिल्लने वल एक् अमतेउर् पोएत्। ५० मचिअरे क् बीह्च् एक् चोत स मचुअरे क् रोले कर्के खुश् हो जत है। और् वो भै ऐस मचुअर जिस्क दिअलोगुए है दुब्रुक् दुब्रुक् गुरुक्। इत्न बद हो गय है लेकिन् अभि रत् को गूद्निघ्त् किस्सिए देने आत है। और् जब् मै केह्ति हून् योउ अरे म्य् फ़वोउरिते बब्य् तोह् मोम युपि कर्के मुझे हुग् कर्त है। 	neutral	neutral
sahil	फिर् भि वो अओक बेत है न	neutral	neutral
maya	एक्ष् बेत कहो आज् उस्कि शदि होने वलि है न समझ्लो उस्के मोम से उस्क दिवोर्चे हो गय। मै उस्कि शकल् भि नहि देख्त चह्ति	neutral	neutral
rosesh	मोम	neutral	neutral
maya	रोसेश् म्य् बब्य्	neutral	neutral
rosesh	मोम	neutral	neutral
maya	ओ म्य् बब्य्	neutral	neutral
rosesh	मोम मै शदि नहि कर् रह हून्	neutral	neutral
monisha	हैल क्यु	neutral	neutral
maya	ओह् मोनिश इस्क चेह्र देख्के तुम्हे पत नहि चल् रहि कि कोइ बोहोत् बरि प्रोब्लेम् हुइ होगि। तुम् कह ज रहे हो रखो सब् चलो चलो निक्लो बहर्	neutral	neutral
sahil	एक् मिनुते लेकिन् प्रोब्लेम् क्य हुइ शदि क्यु नहि कर्न चह्ते तुम्	neutral	neutral
maya	शन्ति से बैथ्के बहर् बात् करेन्गे न	neutral	neutral
monisha	मम्मिजि मत्लब् ये बेद् ये व्रितिन्ग् तब्ले ये समान् ये सब् २५०० मेइन् मैन् अभि पैसे लेके आति हून् हान्	neutral	neutral
sahil	मोनिश तुम्ने देख नहि रोसेश् घर् अ गय है तो जकर् कुच् मीथ बनओ जओ	neutral	neutral
maya	हान् और् बोहोत् तिमे लगे ऐसि कोइ मिथै बन अप्ने घर् मेइन् 	neutral	neutral
monisha	रब्दि बनौ?	neutral	neutral
sahil	हान्	neutral	neutral
maya	ओ रोसेश्	neutral	neutral
rosesh	मोम	neutral	neutral
maya	रोसेश्	neutral	neutral
rosesh	मोम	neutral	neutral
maya	म्य् रोसेश्	neutral	neutral
rosesh	म्य् मोम	neutral	neutral
sahil	मोम् रोसेश् को जल्दि बतने दो वर्न मोनिश अ जएगि	neutral	neutral
maya	हन्ग् ओन् अ मिनुते	neutral	neutral
monisha	हेल्लो	neutral	neutral
maya	हान् बेत मोनिश	neutral	neutral
monisha	मम्मिजि बोलिये	neutral	neutral
maya	मै सोच् रहि थि कि तुम् रब्दि क् साथ् वो नरियल् वलि पत्तिएस् भि बनओ न	neutral	neutral
monisha	नरियल् कि पत्तिएस्? लेकिन् मम्मिजि वो नरियल् तो लेने जन पदेग न बोहोत् तिमे लग् जयेग	neutral	neutral
maya	वोन्देर्फ़ुल् हुम् लोग् वैत् करेन्गे ओक् सो तुम्हरि हात् कि बनि हुइ नरियल् वलि पत्तिएस् अन्द् रब्दि 	neutral	neutral
monisha	रब्दि तो वैसे मैने बन लिय है मसल रब्दि चलेगि न? 	neutral	neutral
maya	मसल रब्दि? 	neutral	neutral
monisha	हान् वो रब्दि बनते वक़्त् न कित्चेन् क् प्लत्फ़ोर्म् पे वो अ गय थ तो थोद स गरम् मसल गिर् गय रब्दि मेइन्	neutral	neutral
maya	वो कौन् अ गय वो	neutral	neutral
monisha	चुह	neutral	neutral
maya	वेल्ल् चलेगि बेत लेकिन् नरियल् वलि पत्तिएस् इस् अ मुस्त् ओकय्	neutral	neutral
monisha	ओक् मम्मिजि 	neutral	neutral
maya	सहिल् अन्य्वय् अब् हुमे कोइ दिस्तुर्ब् नहि करेग सो म्य् बब्य् तेल्ल् मे अल्ल् अबोउत् इत् 	neutral	neutral
rosesh	अच्तुअल्ल्य्	neutral	neutral
maya	एक् मिनुते एक् मिनुते स्तर्त् कर्ने से पेह्ले एक् और् हुग् बब्य् 	neutral	neutral
rosesh	मोम	neutral	neutral
sahil	एनोउघ् तुम् जल्दि बत रहे हो य मै जौ	neutral	neutral
maya	बतओ बतओ	neutral	neutral
rosesh	अच्तुअल्ल्य् मोम मेरे और् सिम्प्ले औन्त्य् क् बीच् मे कोइ प्रोब्लेम् नहि थि इन् फ़च्त् उन्के सरे कुत्तो न् भि मुझे अच्चेप्त् कर् लिय थ सिवये मुन्नि बै क्	neutral	neutral
maya	मुन्नि बै? उन्के कुत्ते क नाम् मुन्नि बै है?	neutral	neutral
sahil	हान् शयद् कोथे से खरिद होग	neutral	neutral
rosesh	रिघ्त् 	neutral	neutral
sahil	आगे	neutral	neutral
rosesh	तोह् मुन्नि बै मुझे जब् भि देख्ति थि तोह् भौक्ने लग्ने थि भौ भौ किते भौ भौ किते भौ भौ किते भौ हल कि मोगेश् दोन्दोब और् उस्क स्पनिश् कुत्त कोन्दोब वो तोह् मेरि कवित सुन् क् पोच् भि हिलते थे लेकिन् 	neutral	neutral
